"Name","School","Rating"
"Jamarii Thomas","South Carolina",77.3571
"Harlan Obioha","UNC Wilmington",77.34835
"Claudell Harris Jr.","Mississippi St.",77.3381
"Raekwon Horton","UTSA",77.3346166666666
"Andrew Holifield","Lamar",77.3306
"Cruz Davis","Hofstra",77.32605
"Quinton Mincey","UMass Lowell",77.3080833333333
"Nate Santos","Dayton",77.3007166666667
"Gyasi Powell","Lipscomb",77.2999666666667
"Andrew Cook","Eastern Washington",77.28685
"Taryn Todd","Arkansas St.",77.2679499999999
"Noel Brown","St. Bonaventure",77.26515
"Jayden Pierre","Providence",77.2601666666666
"Kyan Evans","Colorado St.",77.2501166666666
"Marcus Millender","UTSA",77.2287833333333
"Coen Carr","Michigan St.",77.2087333333333
"Samson Aletan","Yale",77.2051166666667
"Amani Lyles","Akron",77.1756666666667
"Tavari Johnson","Akron",77.1589166666667
"Kennard Davis Jr.","Southern Illinois",77.1416166666667
"Sam Towns","Bowling Green",77.1365833333333
"Jakevion Buckley","Southeastern Louisiana",77.1353666666667
"Chance Moore","St. Bonaventure",77.1182833333332
"Keanu Dawes","Utah",77.1051666666666
"Cameron Hildreth","Wake Forest",77.0995666666666
"Tevin Smith","Cleveland St.",77.0952333333333
"Atin Wright","North Texas",77.0890166666667
"Chase Forte","South Dakota",77.0805166666667
"Rollie Worster","Nebraska",77.0792
"Nick Pringle","South Carolina",77.0672166666667
"Kario Oquendo","SMU",77.0670666666667
"Abou Ousmane","Oklahoma St.",77.0580833333333
"Ven-Allen Lubin","North Carolina",77.0520666666667
"Lajae Jones","St. Bonaventure",77.0441166666667
"Daniel Rivera","Massachusetts",77.04205
"Chris Youngblood","Alabama",77.0342166666667
"Oziyah Sellers","Stanford",77.03095
"Kamari McGee","Wisconsin",77.0201333333333
"Dug McDaniel","Kansas St.",77.01875
"Brendan Hausen","Kansas St.",77.0180166666666
"Michael Graham","Hofstra",77.01205
"Matt Rogers","American",77.0116666666666
"Ty Berry","Northwestern",76.9889166666666
"Tae Davis","Notre Dame",76.985
"Stevie Mitchell","Marquette",76.9801666666667
"Sam Lewis","Toledo",76.96955
"Max Jones","Kansas St.",76.96495
"Christian Coleman","UAB",76.9616833333333
"Barry Dunning Jr.","South Alabama",76.95055
"Cooper Schwieger","Valparaiso",76.9473166666668
"Terrance Arceneaux","Houston",76.9447500000001
