"Name","School","Rating"
"Kenley McCarn","UT Martin Skyhawks",67.021
"Cali Clark","San Diego State Aztecs",67.0073500000001
"Alisha Wilson","Alabama A&M Bulldogs",66.9842666666666
"Jayla Murray","Wichita State Shockers",66.9764666666666
"Adia Dormu","Paine Lions",66.9582666666666
"Kiki McIntyre","Longwood Lancers",66.95725
"Izabela Nicoletti Leite","Fairfield Stags",66.9484
"Alexis Markowski","Nebraska Cornhuskers",66.9452666666667
"Chance Gray","Ohio State Buckeyes",66.9337166666667
"Courtney Becker","Drake Bulldogs",66.9297833333333
"Courtney Blakely","Middle Tennessee Blue Raiders",66.9288333333333
"Sydney Parrish","Indiana Hoosiers",66.9241833333333
"Charlotte O'Keefe","UT Rio Grande Valley Vaqueros",66.90075
"Koi Sims","Loyola Maryland Greyhounds",66.89485
"Veronica Sheffey","San Diego State Aztecs",66.89035
"Kayla Cooper","Southern Illinois Salukis",66.8814833333333
"Anna Walker","Tennessee Tech Golden Eagles",66.8713
"Imani Rothschild","Dillard Blue Devils",66.8647666666667
"Morgan Maly","Creighton Bluejays",66.8635166666667
"Rachel Leggett","South Alabama Jaguars",66.8616
"Candy Edokpaigbe","Seattle U Redhawks",66.8576833333333
"Cheyanne Bonilla","Sul Ross State Lobos",66.8518666666667
"Kade Hackerott","UT Rio Grande Valley Vaqueros",66.8439833333333
"Anna Gret Asi","Oklahoma State Cowgirls",66.8437
"Kendra Parra","Weber State Wildcats",66.8400166666666
"Mackenzie Egger","Yale Bulldogs",66.8364
"Angeliki Ziaka","San Francisco Dons",66.81415
"Lauren Ross","Purdue Fort Wayne Mastodons",66.8109833333333
"Silkiari Vazquez-Troche","Tennessee Southern Firehawks",66.7960833333333
"Jakayla Johnson","UL Monroe Warhawks",66.7949166666667
"Kendall Sneed","Tulane Green Wave",66.7938333333333
"Molly Masingale","Wofford Terriers",66.7917166666667
"Hadley Periman","Tulsa Golden Hurricane",66.7883666666667
"Liz Freihofer","Eastern Kentucky Colonels",66.78465
"Anna Olson","Vermont Catamounts",66.7653333333333
"Rory Hetrick","Cal State San Marcos Cougars",66.7536166666667
"Brooklyn Meyer","South Dakota State Jackrabbits",66.7525166666666
"Kayba Laube","Northern Iowa Panthers",66.7096333333333
"Madison Smith","Air Force Falcons",66.6913333333334
"Savannah Brooks","Coastal Carolina Chanticleers",66.6833166666666
"Sherese Pittman","Tulane Green Wave",66.67515
"A'Vyonna Kinsey","Miami (OH)-Hamilton Harriers",66.6722333333333
"Rachel Ullstrom","Richmond Spiders",66.6707333333333
"Laura Erikstrup","Grand Canyon Lopes",66.6704666666667
"Shay Ciezki","Indiana Hoosiers",66.6687166666667
"Jaddan Simmons","Michigan State Spartans",66.6637833333333
"Fanta Kone","Sam Houston Bearkats",66.65955
"Elena Rodriguez","Harvard Crimson",66.6577999999999
"Taleyah Jones","Oral Roberts Golden Eagles",66.6569166666667
"Mya Skoff","Lindenwood Lions",66.6529833333333
"Maye Toure","Utah Utes",66.6163833333333
"Dazia Lawrence","Kentucky Wildcats",66.61535
"Oluchi Okananwa","Duke Blue Devils",66.6150333333333
"Theryn Hallock","Michigan State Spartans",66.6086166666667
"Ariel Jenkins","Georgetown Hoyas",66.5806833333334
"Azzi Fudd","UConn Huskies",66.5649666666667
"Amaya Staton","Wright State Raiders",66.5645166666667
"Nyah Moran","Northern Arizona Lumberjacks",66.5628833333334
"Riley Weiss","Columbia Lions",66.5554666666667
"Avery Waddington","Montana Lady Griz",66.5534166666666
"Kaylene Smikle","Maryland Terrapins",66.5456833333333
"Marina Asensio","Western Michigan Broncos",66.5436833333333
"Mack Konig","Montana Lady Griz",66.5381666666667
"Jayda Curry","Louisville Cardinals",66.5175166666667
"Keeley Carter","Tennessee Tech Golden Eagles",66.51465
"Jordan Durant","Johnson & Wales (NC) Wildcats",66.5094666666666
"Emma Trawally Porta","San Francisco Dons",66.5072833333333
"Kylee Fox","Fresno State Bulldogs",66.5072666666667
"Paige Allen","Texas A&M-Corpus Christi Islanders",66.505
"Carlie Latta","Utah State Aggies",66.5028666666666
"Sophia Gregory","Youngstown State Penguins",66.4775333333333
"Delanie Crawford","Tulsa Golden Hurricane",66.4704333333334
"Haleigh Timmer","South Dakota State Jackrabbits",66.45705
"Rolanda Robinson","Adelphi Panthers",66.4532333333334
"Bailey Tabeling","Ohio Bobcats",66.4530166666666
"Elyce Knudsen","Illinois State Redbirds",66.4520166666667
"Lauryn Taylor","Florida Gulf Coast Eagles",66.3829666666666
"Camryn Runner","Evansville Purple Aces",66.3826166666667
"Jada Eads","Seton Hall Pirates",66.3819666666667
"Eleonora Villa","Washington State Cougars",66.37035
"Astera Tuhina","Washington State Cougars",66.35895
"Vernell Atamah","Northwestern State Lady Demons",66.3417500000001
"Chloe Kitts","South Carolina Gamecocks",66.34155
"Rachel Loobie","Long Beach State Beach",66.3370166666667
"Mickayla Perdue","Cleveland State Vikings",66.3304833333333
"Mady Cartwright","Tulsa Golden Hurricane",66.3259333333333
"Taylor Smith","Weber State Wildcats",66.3243833333334
"Raven Preston","Elon Phoenix",66.3027
"Alexus Mobley","Akron Zips",66.29275
"Syla Swords","Michigan Wolverines",66.2821833333334
"Hannah Stuelke","Iowa Hawkeyes",66.2727333333333
"Emily La Chapell","Belmont Bruins",66.2525
